epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
177,1476.87,0.71416,0.33057,0.93793,0.85893,0.85193,0.90994,0.5353,1.31047,0.51144,1.24565,0.0010322,0.0010322,0.0010322
178,1485.57,0.71979,0.32829,0.93147,0.82886,0.86051,0.8993,0.54147,1.30035,0.50366,1.25327,0.00103096,0.00103096,0.00103096
179,1494.27,0.7048,0.32402,0.932,0.82979,0.8621,0.89934,0.54384,1.26845,0.48049,1.23398,0.00102972,0.00102972,0.00102972
180,1502.97,0.69732,0.31984,0.91891,0.838,0.85685,0.89173,0.55862,1.26979,0.47693,1.23083,0.00102849,0.00102849,0.00102849
181,1511.72,0.67216,0.31253,0.91915,0.94849,0.80014,0.86806,0.56666,1.31097,0.49488,1.24952,0.00102725,0.00102725,0.00102725
182,1520.45,0.68089,0.31309,0.922,0.95225,0.79976,0.86763,0.57875,1.29435,0.49519,1.23946,0.00102601,0.00102601,0.00102601
183,1529.13,0.70562,0.33011,0.9346,0.93318,0.79399,0.87128,0.58011,1.31881,0.50927,1.2572,0.00102478,0.00102478,0.00102478
184,1537.73,0.66982,0.31907,0.91821,0.88913,0.8008,0.87836,0.55981,1.28407,0.51068,1.23384,0.00102354,0.00102354,0.00102354
185,1546.51,0.72172,0.33298,0.93977,0.89608,0.79831,0.87823,0.55174,1.2807,0.5255,1.23177,0.0010223,0.0010223,0.0010223
186,1555.27,0.69658,0.32548,0.9201,0.85118,0.85265,0.84723,0.52542,1.31521,0.54753,1.2636,0.00102106,0.00102106,0.00102106
187,1563.95,0.69563,0.31965,0.91585,0.85129,0.85783,0.85985,0.50976,1.30093,0.5385,1.2421,0.00101983,0.00101983,0.00101983
188,1572.68,0.69413,0.32422,0.94204,0.85549,0.85952,0.86207,0.53647,1.30528,0.51852,1.24764,0.00101859,0.00101859,0.00101859
189,1581.44,0.70222,0.33317,0.93896,0.85916,0.86367,0.85461,0.54071,1.32982,0.51499,1.25998,0.00101735,0.00101735,0.00101735
190,1590.11,0.69569,0.32063,0.92568,0.85601,0.8572,0.84405,0.53552,1.31541,0.51151,1.25194,0.00101611,0.00101611,0.00101611
191,1598.82,0.67244,0.32942,0.91881,0.89219,0.79878,0.85308,0.5615,1.30796,0.51156,1.26233,0.00101488,0.00101488,0.00101488
192,1607.34,0.67846,0.32148,0.924,0.88247,0.79394,0.85075,0.56243,1.27263,0.48763,1.24887,0.00101364,0.00101364,0.00101364
193,1615.96,0.6885,0.32168,0.92119,0.85701,0.79788,0.77772,0.49688,1.28236,0.52443,1.26417,0.0010124,0.0010124,0.0010124
194,1624.58,0.69006,0.32907,0.92869,0.85596,0.79771,0.77388,0.49423,1.31095,0.51098,1.2832,0.00101116,0.00101116,0.00101116
195,1633.37,0.66538,0.31736,0.92245,0.89897,0.79008,0.80057,0.50126,1.29508,0.50661,1.26971,0.00100993,0.00100993,0.00100993
196,1642.14,0.66839,0.31719,0.9344,0.90792,0.79009,0.76537,0.49747,1.30915,0.50839,1.27913,0.00100869,0.00100869,0.00100869
197,1650.87,0.66387,0.31388,0.93574,0.9267,0.79934,0.78617,0.53472,1.31254,0.49758,1.28313,0.00100745,0.00100745,0.00100745
198,1659.56,0.66811,0.31768,0.9179,0.90275,0.83206,0.89269,0.56808,1.31658,0.50188,1.29169,0.00100621,0.00100621,0.00100621
199,1668.33,0.64947,0.31388,0.90769,0.91261,0.79788,0.83664,0.54511,1.31305,0.50478,1.29421,0.00100497,0.00100497,0.00100497
200,1677.08,0.66719,0.30906,0.91568,0.9023,0.79524,0.81349,0.53305,1.31791,0.52704,1.29374,0.00100374,0.00100374,0.00100374
201,1685.96,0.65661,0.30886,0.91828,0.87709,0.79306,0.82288,0.5471,1.3244,0.53311,1.2885,0.0010025,0.0010025,0.0010025
202,1694.66,0.67465,0.31625,0.91829,0.92378,0.78389,0.82239,0.54382,1.33162,0.53339,1.30251,0.00100126,0.00100126,0.00100126
203,1703.47,0.6615,0.30704,0.91761,0.92536,0.79349,0.82676,0.54552,1.33722,0.52786,1.2901,0.00100003,0.00100003,0.00100003
204,1712.16,0.67199,0.30578,0.9247,0.90983,0.78999,0.83565,0.54676,1.33841,0.52268,1.2898,0.000998787,0.000998787,0.000998787
205,1720.94,0.66092,0.30842,0.91257,0.88251,0.7953,0.82638,0.54745,1.3391,0.53315,1.28708,0.00099755,0.00099755,0.00099755
206,1729.65,0.66012,0.30056,0.92408,0.88061,0.79944,0.835,0.53427,1.32959,0.52765,1.28094,0.000996313,0.000996313,0.000996313
207,1738.39,0.66899,0.30353,0.92157,0.88381,0.80008,0.83378,0.55316,1.32327,0.51738,1.28868,0.000995075,0.000995075,0.000995075
208,1747.17,0.64807,0.30329,0.91386,0.90397,0.79934,0.89696,0.54444,1.32015,0.53196,1.29154,0.000993838,0.000993838,0.000993838
209,1755.85,0.6474,0.30354,0.92016,0.91015,0.79179,0.89971,0.54357,1.31208,0.50054,1.28985,0.0009926,0.0009926,0.0009926
210,1764.58,0.6457,0.30061,0.91242,0.91143,0.79111,0.8997,0.56526,1.31606,0.51143,1.28344,0.000991363,0.000991363,0.000991363
211,1773.31,0.62441,0.30372,0.90247,0.92635,0.79129,0.85129,0.55946,1.33228,0.51783,1.28725,0.000990125,0.000990125,0.000990125
212,1781.98,0.62713,0.30312,0.90571,0.91995,0.79642,0.85158,0.56063,1.33549,0.53183,1.30558,0.000988888,0.000988888,0.000988888
213,1790.79,0.62606,0.30024,0.9028,0.88582,0.79827,0.83455,0.53529,1.35435,0.54935,1.32399,0.00098765,0.00098765,0.00098765
214,1799.79,0.61856,0.29508,0.89839,0.88187,0.79951,0.89851,0.57968,1.32243,0.55203,1.31024,0.000986413,0.000986413,0.000986413
215,1808.57,0.62285,0.30113,0.90263,0.89708,0.79349,0.89749,0.5944,1.33431,0.5617,1.31506,0.000985175,0.000985175,0.000985175
216,1817.37,0.6419,0.30539,0.90443,0.88809,0.78879,0.84968,0.57767,1.3218,0.55785,1.30815,0.000983938,0.000983938,0.000983938
217,1826.13,0.63963,0.30061,0.91157,0.88706,0.79057,0.84922,0.58984,1.32981,0.55497,1.31943,0.0009827,0.0009827,0.0009827
218,1834.94,0.62001,0.29964,0.89469,0.88515,0.79183,0.85065,0.58396,1.3109,0.54191,1.30528,0.000981462,0.000981462,0.000981462
